Id de pago,fecha,CVU/CBU, Valor
4597,11/1/2025,2129873779400220000000,$1355.400
4598,2/1/2025,4919495851948610000000,$1505.208
4599,15/1/2025,4561779673192690000000,$2221.884
4600,15/1/2025,3266747550821390000000,$1011.912
4601,11/1/2025,6097490679148810000000,$1712.976
4602,11/1/2025,3354991467350240000000,$2211.372
4603,3/1/2025,6871877630907340000000,$1167.684
4604,2/1/2025,9798767349218530000000,$1451.112
4605,12/1/2025,5117305773618830000000,$914.868
4606,13/1/2025,6097490679148810000000,$1266.912
4607,2/1/2025,7953401268952790000000,$1676.760
4608,7/1/2025,5120658000397530000000,$1390.764
4609,5/1/2025,4609186475649680000000,$1954.812
4610,15/1/2025,9301914663635570000000,$1149.084
4611,11/1/2025,7138512868566790000000,$2258.700
4612,8/1/2025,8445671467790750000000,$754.164
4613,4/1/2025,6871877630907340000000,$2388.720
4614,9/1/2025,4006646858395060000000,$1475.748
4615,14/1/2025,5930181715250340000000,$2099.700
4616,13/1/2025,4985434974457620000000,$2059.620
4617,8/1/2025,2476716673525860000000,$1307.028
4618,13/1/2025,5973855585697530000000,$1299.780
4619,4/1/2025,9873052363609460000000,$1997.712
4620,6/1/2025,4756975101210820000000,$1675.488
4621,15/1/2025,5468347189492110000000,$2109.120
4622,15/1/2025,5468347189492110000000,$1971.168
4623,2/1/2025,9064821306055800000000,$1102.992
4624,2/1/2025,8672747146995710000000,$1490.472
4625,6/1/2025,8671363847364540000000,$2181.216
4626,8/1/2025,8445671467790750000000,$1700.832
4627,11/1/2025,3253840470755770000000,$1934.784
4628,11/1/2025,4919495851948610000000,$1817.724
4629,14/1/2025,5117305773618830000000,$1995.780
4630,12/1/2025,7863471034839500000000,$1295.376
4631,2/1/2025,4203623168121110000000,$710.352
4632,11/1/2025,2698999302843630000000,$1176.948
4633,13/1/2025,4058688834338790000000,$914.832
4634,5/1/2025,4649132091620120000000,$754.488
4635,14/1/2025,4058688834338790000000,$2227.884
4636,13/1/2025,6758376167184140000000,$2003.964
4637,3/1/2025,8944383491849780000000,$979.608
4638,15/1/2025,9090011910089050000000,$666.768
4639,13/1/2025,8552897590627620000000,$1484.664
4640,11/1/2025,2281135864391360000000,$2247.708
4641,10/1/2025,9798767349218530000000,$2367.348
4642,11/1/2025,4985434974457620000000,$1147.212
4643,12/1/2025,7152486951219100000000,$2010.816
4644,5/1/2025,8555737009968730000000,$2300.268
4645,10/1/2025,5103976690518920000000,$643.356
4646,6/1/2025,3569167187044620000000,$716.868
4647,5/1/2025,8552897590627620000000,$1000.488
4648,10/1/2025,8401655961961310000000,$1491.360
4649,5/1/2025,3253840470755770000000,$1652.052
4650,3/1/2025,4207339942053770000000,$2050.776
4651,2/1/2025,2476716673525860000000,$1640.112
4652,4/1/2025,9090011910089050000000,$2138.556
4653,3/1/2025,8672747146995710000000,$702.732
4654,2/1/2025,3569167187044620000000,$1303.128
4655,4/1/2025,8555737009968730000000,$979.392
4656,4/1/2025,1135532276120800000000,$1730.580
4657,2/1/2025,8671363847364540000000,$2101.644
4658,2/1/2025,7168192492596300000000,$686.436
4659,6/1/2025,8149043925352400000000,$1989.048
4660,5/1/2025,2129873779400220000000,$941.388
4661,7/1/2025,8671363847364540000000,$2331.204
4662,2/1/2025,4006646858395060000000,$1289.916
4663,7/1/2025,9786775943413510000000,$1661.304
4664,10/1/2025,5513026903129130000000,$772.800
4665,10/1/2025,4609186475649680000000,$1713.036
4666,1/1/2025,4985434974457620000000,$806.412
4667,12/1/2025,1112192065530490000000,$2133.504
4668,14/1/2025,4738588789752250000000,$1915.140
4669,8/1/2025,8944383491849780000000,$1367.916
4670,6/1/2025,5738542183850040000000,$656.760
4671,10/1/2025,9391219716521860000000,$785.352
4672,1/1/2025,9098586370061070000000,$2194.176
4673,10/1/2025,3569167187044620000000,$1056.984
4674,11/1/2025,9798767349218530000000,$2136.336
4675,2/1/2025,4279197314180250000000,$1788.132
4676,4/1/2025,2314407897385040000000,$1464.528
4677,14/1/2025,5465692922711630000000,$1571.856
4678,14/1/2025,1599906229584790000000,$2189.868
4679,15/1/2025,8571141132270220000000,$1347.684
4680,15/1/2025,4141229099761540000000,$934.464
4681,12/1/2025,2645474487824410000000,$1817.064
4682,1/1/2025,7385183762532280000000,$2098.848
4683,8/1/2025,7863471034839500000000,$1476.456
4684,1/1/2025,6097490679148810000000,$2323.632
4685,14/1/2025,3154817750445590000000,$1049.664
4686,3/1/2025,2314407897385040000000,$1885.920
4687,7/1/2025,4022832933031750000000,$1728.060
4688,2/1/2025,4141229099761540000000,$1488.180
4689,12/1/2025,8469153896754610000000,$1882.860
4690,6/1/2025,8672747146995710000000,$1035.576
4691,12/1/2025,4649132091620120000000,$1405.296
4692,2/1/2025,8466841099794280000000,$1592.004
4693,10/1/2025,3392326707794260000000,$1908.132
4694,10/1/2025,8149043925352400000000,$721.548
4695,1/1/2025,7953401268952790000000,$1733.892
4696,7/1/2025,6522317459479750000000,$636.348
4697,10/1/2025,3266747550821390000000,$880.068
4698,15/1/2025,9531471274862790000000,$906.780
4699,3/1/2025,8913811465076470000000,$2297.772
4700,10/1/2025,5782501953513740000000,$1713.660
4701,9/1/2025,5846237021143900000000,$1622.460
4702,11/1/2025,9064821306055800000000,$1573.488
4703,3/1/2025,7899686173854950000000,$633.648
4704,14/1/2025,2772929965369000000000,$1362.696
4705,15/1/2025,4738588789752250000000,$1079.424
4706,1/1/2025,7463433831270050000000,$1376.568
4707,13/1/2025,6062510864724680000000,$767.748
4708,6/1/2025,4141229099761540000000,$1010.304
4709,7/1/2025,4625104199305210000000,$1080.072
4710,15/1/2025,4921783310033160000000,$1460.172
4711,11/1/2025,8571141132270220000000,$1101.528
4712,11/1/2025,4649132091620120000000,$2092.392
4713,8/1/2025,8956755084607460000000,$623.484
4714,4/1/2025,4279197314180250000000,$2228.664
4715,11/1/2025,7385183762532280000000,$823.656
4716,13/1/2025,1686688768285500000000,$2060.988
4717,8/1/2025,8552897590627620000000,$1539.396
4718,2/1/2025,2645474487824410000000,$1249.836
4719,11/1/2025,7997907978126240000000,$1964.820
4720,3/1/2025,2548682223996000000000,$1063.140
4721,3/1/2025,6793018414117640000000,$1313.352
4722,3/1/2025,2567099084090720000000,$1092.048
4723,2/1/2025,2003509300646090000000,$1859.724
4724,3/1/2025,2898753242884000000000,$888.060
4725,15/1/2025,3542404477456310000000,$867.144
4726,13/1/2025,6793018414117640000000,$2255.640
4727,14/1/2025,6522317459479750000000,$2060.592
4728,7/1/2025,9959869731196110000000,$1075.728
4729,2/1/2025,3266747550821390000000,$978.768
4730,15/1/2025,2645474487824410000000,$2086.884
4731,15/1/2025,3139598518491610000000,$1576.908
4732,10/1/2025,1686688768285500000000,$2162.748
4733,14/1/2025,1529399085474410000000,$1213.440
4734,1/1/2025,4203623168121110000000,$2141.688
4735,5/1/2025,8913811465076470000000,$1474.992
4736,2/1/2025,7152486951219100000000,$2290.284
4737,10/1/2025,4649132091620120000000,$867.744
4738,10/1/2025,1529399085474410000000,$1392.072
4739,3/1/2025,2698999302843630000000,$795.204
4740,6/1/2025,3903575001225800000000,$747.852
4741,12/1/2025,8401655961961310000000,$1667.256
4742,14/1/2025,8571141132270220000000,$1002.228
4743,3/1/2025,8913811465076470000000,$2302.368
4744,6/1/2025,9098586370061070000000,$1216.920
4745,13/1/2025,9531471274862790000000,$2333.484
4746,15/1/2025,8899158762922760000000,$700.404
4747,5/1/2025,8671363847364540000000,$1935.804
4748,13/1/2025,8899158762922760000000,$2130.204
4749,11/1/2025,4985434974457620000000,$1851.288
4750,3/1/2025,8445671467790750000000,$1573.476
4751,6/1/2025,4207339942053770000000,$957.060
4752,1/1/2025,9090011910089050000000,$1464.864
4753,6/1/2025,9098586370061070000000,$712.512
4754,8/1/2025,4738588789752250000000,$669.120
4755,9/1/2025,3154817750445590000000,$964.392
4756,13/1/2025,7340960534911110000000,$633.480
4757,12/1/2025,1831622936090280000000,$1809.144
4758,6/1/2025,1529399085474410000000,$1333.560
4759,10/1/2025,8306963095360180000000,$1466.004
4760,6/1/2025,1424460508640730000000,$784.236
4761,9/1/2025,9485782608370420000000,$1723.164
4762,14/1/2025,7463433831270050000000,$1127.412
4763,2/1/2025,7900703138674360000000,$640.740
4764,15/1/2025,3622546757575540000000,$691.368
4765,5/1/2025,5986565278541760000000,$1110.252
4766,6/1/2025,9918705234345920000000,$1282.284
4767,5/1/2025,9064821306055800000000,$871.056
4768,6/1/2025,9391219716521860000000,$2294.568
4769,2/1/2025,6927359023042170000000,$1139.088
4770,2/1/2025,4919495851948610000000,$1608.084
4771,7/1/2025,8306963095360180000000,$1739.124
4772,13/1/2025,8327358679900400000000,$1921.548
4773,10/1/2025,2281135864391360000000,$2298.960
4774,5/1/2025,1831622936090280000000,$1220.592
4775,9/1/2025,5846237021143900000000,$1944.792
4776,2/1/2025,8466841099794280000000,$1009.212
4777,3/1/2025,8306963095360180000000,$777.408
4778,3/1/2025,8203993523394500000000,$976.200
4779,9/1/2025,3967038078211300000000,$1168.680
4780,3/1/2025,7899686173854950000000,$2238.432
4781,1/1/2025,7463433831270050000000,$648.600
4782,5/1/2025,4198878848270070000000,$1345.596
4783,4/1/2025,3266747550821390000000,$2269.524
4784,6/1/2025,5986565278541760000000,$1583.148
4785,6/1/2025,4921783310033160000000,$1231.068
4786,9/1/2025,9918705234345920000000,$920.412
4787,7/1/2025,5782501953513740000000,$1277.004
4788,2/1/2025,5444310699074410000000,$1035.012
4789,15/1/2025,2047835249457480000000,$875.160
4790,10/1/2025,8913811465076470000000,$698.568
4791,6/1/2025,9736513593323050000000,$1366.032
4792,13/1/2025,7385183762532280000000,$2363.592
4793,7/1/2025,4022832933031750000000,$1165.236
4794,12/1/2025,9098586370061070000000,$817.032
4795,15/1/2025,8555737009968730000000,$919.728
4796,5/1/2025,4739093289474880000000,$2010.936
4797,6/1/2025,4022832933031750000000,$1359.048
4798,14/1/2025,8944383491849780000000,$1011.516
4799,7/1/2025,2772929965369000000000,$2041.776
4800,8/1/2025,5513026903129130000000,$2084.424
4801,1/1/2025,3747440670864670000000,$2136.180
4802,10/1/2025,3354991467350240000000,$645.108
4803,4/1/2025,5782501953513740000000,$2216.376
4804,3/1/2025,9959869731196110000000,$2136.348
4805,15/1/2025,4462155701852230000000,$2047.332
4806,9/1/2025,7152486951219100000000,$1604.436
4807,12/1/2025,1135532276120800000000,$2231.748
4808,5/1/2025,5986565278541760000000,$1477.080
4809,12/1/2025,5468347189492110000000,$1036.044
4810,3/1/2025,1112192065530490000000,$873.288
4811,15/1/2025,3569167187044620000000,$1694.400
4812,11/1/2025,7340960534911110000000,$2246.256
4813,5/1/2025,6522317459479750000000,$885.084
4814,7/1/2025,7863471034839500000000,$694.764
4815,14/1/2025,2399512060225930000000,$640.728
4816,6/1/2025,3139598518491610000000,$1690.812
4817,11/1/2025,2281135864391360000000,$2154.720
4818,9/1/2025,8445671467790750000000,$1526.160
4819,7/1/2025,2548682223996000000000,$1654.776
4820,1/1/2025,8401655961961310000000,$2060.700
4821,3/1/2025,3392326707794260000000,$1872.264
4822,6/1/2025,2698999302843630000000,$1948.836
4823,9/1/2025,2898753242884000000000,$1247.760
4824,12/1/2025,4609186475649680000000,$1796.616
4825,2/1/2025,8956755084607460000000,$708.696
4826,3/1/2025,9391219716521860000000,$1005.540
4827,14/1/2025,4738588789752250000000,$1127.700
4828,11/1/2025,7138512868566790000000,$1979.112
4829,5/1/2025,8776118204857300000000,$1788.108
4830,3/1/2025,2337100263831370000000,$1273.932
4831,2/1/2025,9918705234345920000000,$1761.240
4832,5/1/2025,7463433831270050000000,$711.336
4833,8/1/2025,7657255516105140000000,$858.840
4834,8/1/2025,7952040138615920000000,$1377.708
4835,9/1/2025,6049589250331260000000,$1341.564
4836,2/1/2025,2399512060225930000000,$1786.572
4837,15/1/2025,6097490679148810000000,$1988.508
4838,1/1/2025,8203993523394500000000,$1848.624
4839,11/1/2025,1831622936090280000000,$2277.708
4840,4/1/2025,7168192492596300000000,$786.612
4841,6/1/2025,6049589250331260000000,$2178.240
4842,15/1/2025,3253840470755770000000,$1388.916
4843,3/1/2025,5444310699074410000000,$1203.576
4844,10/1/2025,7953401268952790000000,$666.924
4845,12/1/2025,8944383491849780000000,$2264.976
4846,15/1/2025,1529399085474410000000,$1401.552
4847,3/1/2025,3747440670864670000000,$1850.916
4848,6/1/2025,2337100263831370000000,$1029.936
4849,2/1/2025,4462155701852230000000,$1030.944
4850,7/1/2025,7953401268952790000000,$2154.480
4851,12/1/2025,3903575001225800000000,$1682.640
4852,4/1/2025,3154817750445590000000,$887.412
4853,1/1/2025,7152486951219100000000,$2165.664
4854,10/1/2025,9748929398242090000000,$1372.740
4855,1/1/2025,2003509300646090000000,$744.120
4856,11/1/2025,4532573105843790000000,$1419.492
4857,5/1/2025,5120658000397530000000,$856.824
4858,10/1/2025,4561779673192690000000,$2368.212
4859,1/1/2025,8555737009968730000000,$1494.288
4860,4/1/2025,5930181715250340000000,$694.524
4861,7/1/2025,9064821306055800000000,$1252.356
4862,15/1/2025,4625104199305210000000,$1262.040
4863,13/1/2025,9485782608370420000000,$1837.056
4864,14/1/2025,8672747146995710000000,$1333.620
4865,12/1/2025,3253840470755770000000,$1674.576
4866,1/1/2025,2476716673525860000000,$2076.324
4867,11/1/2025,7899686173854950000000,$2053.620
4868,15/1/2025,5465692922711630000000,$2194.896
4869,1/1/2025,5930181715250340000000,$635.052
4870,11/1/2025,6522317459479750000000,$1740.372
4871,10/1/2025,7385183762532280000000,$1816.188
4872,13/1/2025,9786775943413510000000,$974.604
4873,10/1/2025,7900703138674360000000,$1472.592
4874,1/1/2025,9649641498478330000000,$669.948
4875,15/1/2025,3967038078211300000000,$2152.536
4876,15/1/2025,7657255516105140000000,$936.492
4877,2/1/2025,6927359023042170000000,$747.936
4878,11/1/2025,9786775943413510000000,$1059.216
4879,11/1/2025,8401655961961310000000,$2160.756
4880,12/1/2025,4141229099761540000000,$1388.748
4881,12/1/2025,8552897590627620000000,$1325.664
4882,1/1/2025,9736513593323050000000,$1932.084
4883,15/1/2025,5513026903129130000000,$1282.332
4884,8/1/2025,1831622936090280000000,$1826.112
4885,11/1/2025,5782501953513740000000,$1333.128
4886,1/1/2025,4921783310033160000000,$1653.288
4887,7/1/2025,8327358679900400000000,$2190.216
4888,2/1/2025,9098586370061070000000,$2210.508
4889,3/1/2025,3903575001225800000000,$1245.060
4890,11/1/2025,4756975101210820000000,$1829.880
4891,13/1/2025,7953401268952790000000,$2193.972
4892,2/1/2025,4279197314180250000000,$923.712
4893,2/1/2025,6871877630907340000000,$629.568
4894,4/1/2025,8149043925352400000000,$1838.700
4895,9/1/2025,7138512868566790000000,$1011.108
4896,9/1/2025,7168192492596300000000,$2200.728
4897,6/1/2025,4462155701852230000000,$1468.536
